year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2013,8645132,280,Inverclyde,Notre Dame High School,Secondary,trend,Average Class,0,
2013,8645132,280,Inverclyde,Notre Dame High School,Secondary,trend,Pupil Numbers,767,
2013,8645132,280,Inverclyde,Notre Dame High School,Secondary,trend,Pupil Teacher Ratio,11.8,
2013,8645132,280,Inverclyde,Notre Dame High School,Secondary,trend,Teacher Numbers (FTE),64.9,
2013,8645434,280,Inverclyde,St Columba's High School,Secondary,trend,Average Class,0,
2013,8645434,280,Inverclyde,St Columba's High School,Secondary,trend,Pupil Numbers,558,
2013,8645434,280,Inverclyde,St Columba's High School,Secondary,trend,Pupil Teacher Ratio,12,
2013,8645434,280,Inverclyde,St Columba's High School,Secondary,trend,Teacher Numbers (FTE),46.5,
2013,8645531,280,Inverclyde,Port Glasgow High School,Secondary,trend,Average Class,0,
2013,8645531,280,Inverclyde,Port Glasgow High School,Secondary,trend,Pupil Numbers,461,
2013,8645531,280,Inverclyde,Port Glasgow High School,Secondary,trend,Pupil Teacher Ratio,11,
2013,8645531,280,Inverclyde,Port Glasgow High School,Secondary,trend,Teacher Numbers (FTE),41.9,
2013,8645639,280,Inverclyde,St Stephen's High School,Secondary,trend,Average Class,0,
2013,8645639,280,Inverclyde,St Stephen's High School,Secondary,trend,Pupil Numbers,555,
2013,8645639,280,Inverclyde,St Stephen's High School,Secondary,trend,Pupil Teacher Ratio,12,
2013,8645639,280,Inverclyde,St Stephen's High School,Secondary,trend,Teacher Numbers (FTE),46.3,
2014,0,0,Scotland,All publicly funded schools,Secondary,trend,Average Class,0,
2014,0,0,Scotland,All publicly funded schools,Secondary,trend,Pupil Numbers,"284,762",
2014,0,0,Scotland,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.2,
2014,0,0,Scotland,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),"23,400.6",
2014,100,100,Aberdeen City,All publicly funded schools,Secondary,trend,Average Class,0,
2014,100,100,Aberdeen City,All publicly funded schools,Secondary,trend,Pupil Numbers,"8,850",
2014,100,100,Aberdeen City,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,11.9,
2014,100,100,Aberdeen City,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),745.1,
2014,1002732,320,North Lanarkshire,Cumbernauld Academy,Secondary,trend,Average Class,0,
2014,1002732,320,North Lanarkshire,Cumbernauld Academy,Secondary,trend,Pupil Numbers,960,
2014,1002732,320,North Lanarkshire,Cumbernauld Academy,Secondary,trend,Pupil Teacher Ratio,11.8,
2014,1002732,320,North Lanarkshire,Cumbernauld Academy,Secondary,trend,Teacher Numbers (FTE),81.4,
2014,1003232,250,Fife,Levenmouth Academy,Secondary,trend,Average Class,0,
2014,1003232,250,Fife,Levenmouth Academy,Secondary,trend,Pupil Numbers,0,
2014,1003232,250,Fife,Levenmouth Academy,Secondary,trend,Pupil Teacher Ratio,0,
2014,1003232,250,Fife,Levenmouth Academy,Secondary,trend,Teacher Numbers (FTE),0,
2014,1004166,100,Aberdeen City,Lochside Academy,Secondary,trend,Average Class,0,
2014,1004166,100,Aberdeen City,Lochside Academy,Secondary,trend,Pupil Numbers,0,
2014,1004166,100,Aberdeen City,Lochside Academy,Secondary,trend,Pupil Teacher Ratio,0,
2014,1004166,100,Aberdeen City,Lochside Academy,Secondary,trend,Teacher Numbers (FTE),0,
2014,1004522,190,East Ayrshire,Kilmarnock Academy,Secondary,trend,Average Class,0,
2014,1004522,190,East Ayrshire,Kilmarnock Academy,Secondary,trend,Pupil Numbers,0,
2014,1004522,190,East Ayrshire,Kilmarnock Academy,Secondary,trend,Pupil Teacher Ratio,0,
2014,1004522,190,East Ayrshire,Kilmarnock Academy,Secondary,trend,Teacher Numbers (FTE),0,
2014,1004620,170,Dumfries & Galloway,North West Community Campus,Secondary,trend,Average Class,0,
2014,1004620,170,Dumfries & Galloway,North West Community Campus,Secondary,trend,Pupil Numbers,0,
2014,1004620,170,Dumfries & Galloway,North West Community Campus,Secondary,trend,Pupil Teacher Ratio,0,
2014,1004620,170,Dumfries & Galloway,North West Community Campus,Secondary,trend,Teacher Numbers (FTE),0,
2014,110,110,Aberdeenshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,110,110,Aberdeenshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"14,281",
2014,110,110,Aberdeenshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,11.8,
2014,110,110,Aberdeenshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),"1,205.3",
2014,120,120,Angus,All publicly funded schools,Secondary,trend,Average Class,0,
2014,120,120,Angus,All publicly funded schools,Secondary,trend,Pupil Numbers,"6,466",
2014,120,120,Angus,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,11.6,
2014,120,120,Angus,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),555.4,
2014,130,130,Argyll & Bute,All publicly funded schools,Secondary,trend,Average Class,0,
2014,130,130,Argyll & Bute,All publicly funded schools,Secondary,trend,Pupil Numbers,"4,775",
2014,130,130,Argyll & Bute,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,10.9,
2014,130,130,Argyll & Bute,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),438.3,
2014,150,150,Clackmannanshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,150,150,Clackmannanshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"2,605",
2014,150,150,Clackmannanshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,11.4,
2014,150,150,Clackmannanshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),229.4,
2014,170,170,Dumfries & Galloway,All publicly funded schools,Secondary,trend,Average Class,0,
2014,170,170,Dumfries & Galloway,All publicly funded schools,Secondary,trend,Pupil Numbers,"8,148",
2014,170,170,Dumfries & Galloway,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,10.9,
2014,170,170,Dumfries & Galloway,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),747.4,
2014,180,180,Dundee City,All publicly funded schools,Secondary,trend,Average Class,0,
2014,180,180,Dundee City,All publicly funded schools,Secondary,trend,Pupil Numbers,"7,248",
2014,180,180,Dundee City,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,11,
2014,180,180,Dundee City,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),656.7,
2014,190,190,East Ayrshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,190,190,East Ayrshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"6,778",
2014,190,190,East Ayrshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.4,
2014,190,190,East Ayrshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),545.4,
2014,200,200,East Dunbartonshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,200,200,East Dunbartonshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"7,404",
2014,200,200,East Dunbartonshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.1,
2014,200,200,East Dunbartonshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),611.3,
2014,210,210,East Lothian,All publicly funded schools,Secondary,trend,Average Class,0,
2014,210,210,East Lothian,All publicly funded schools,Secondary,trend,Pupil Numbers,"5,600",
2014,210,210,East Lothian,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.3,
2014,210,210,East Lothian,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),454.6,
2014,220,220,East Renfrewshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,220,220,East Renfrewshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"7,858",
2014,220,220,East Renfrewshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.2,
2014,220,220,East Renfrewshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),642.6,
2014,230,230,Edinburgh City,All publicly funded schools,Secondary,trend,Average Class,0,
2014,230,230,Edinburgh City,All publicly funded schools,Secondary,trend,Pupil Numbers,"18,279",
2014,230,230,Edinburgh City,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.8,
2014,230,230,Edinburgh City,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),"1,428.8",
2014,235,235,Na h-Eileanan Siar,All publicly funded schools,Secondary,trend,Average Class,0,
2014,235,235,Na h-Eileanan Siar,All publicly funded schools,Secondary,trend,Pupil Numbers,"1,500",
2014,235,235,Na h-Eileanan Siar,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,9.4,
2014,235,235,Na h-Eileanan Siar,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),158.9,
2014,240,240,Falkirk,All publicly funded schools,Secondary,trend,Average Class,0,
2014,240,240,Falkirk,All publicly funded schools,Secondary,trend,Pupil Numbers,"8,621",
2014,240,240,Falkirk,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,11.6,
2014,240,240,Falkirk,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),740.6,
2014,250,250,Fife,All publicly funded schools,Secondary,trend,Average Class,0,
2014,250,250,Fife,All publicly funded schools,Secondary,trend,Pupil Numbers,"20,180",
2014,250,250,Fife,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.4,
2014,250,250,Fife,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),"1,621.9",
2014,260,260,Glasgow City,All publicly funded schools,Secondary,trend,Average Class,0,
2014,260,260,Glasgow City,All publicly funded schools,Secondary,trend,Pupil Numbers,"25,374",
2014,260,260,Glasgow City,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.6,
2014,260,260,Glasgow City,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),"2,013.3",
2014,270,270,Highland,All publicly funded schools,Secondary,trend,Average Class,0,
2014,270,270,Highland,All publicly funded schools,Secondary,trend,Pupil Numbers,"13,654",
2014,270,270,Highland,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,11.2,
2014,270,270,Highland,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),"1,215.3",
2014,280,280,Inverclyde,All publicly funded schools,Secondary,trend,Average Class,0,
2014,280,280,Inverclyde,All publicly funded schools,Secondary,trend,Pupil Numbers,"4,374",
2014,280,280,Inverclyde,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.2,
2014,280,280,Inverclyde,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),358,
2014,290,290,Midlothian,All publicly funded schools,Secondary,trend,Average Class,0,
2014,290,290,Midlothian,All publicly funded schools,Secondary,trend,Pupil Numbers,"5,122",
2014,290,290,Midlothian,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.3,
2014,290,290,Midlothian,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),415.3,
2014,300,300,Moray,All publicly funded schools,Secondary,trend,Average Class,0,
2014,300,300,Moray,All publicly funded schools,Secondary,trend,Pupil Numbers,"5,265",
2014,300,300,Moray,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12,
2014,300,300,Moray,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),440,
2014,310,310,North Ayrshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,310,310,North Ayrshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"7,749",
2014,310,310,North Ayrshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.3,
2014,310,310,North Ayrshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),630.5,
2014,320,320,North Lanarkshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,320,320,North Lanarkshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"20,771",
2014,320,320,North Lanarkshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.9,
2014,320,320,North Lanarkshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),"1,613.8",
2014,330,330,Orkney Islands,All publicly funded schools,Secondary,trend,Average Class,0,
2014,330,330,Orkney Islands,All publicly funded schools,Secondary,trend,Pupil Numbers,"1,148",
2014,330,330,Orkney Islands,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,8.7,
2014,330,330,Orkney Islands,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),131.2,
2014,340,340,Perth & Kinross,All publicly funded schools,Secondary,trend,Average Class,0,
2014,340,340,Perth & Kinross,All publicly funded schools,Secondary,trend,Pupil Numbers,"7,582",
2014,340,340,Perth & Kinross,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12,
2014,340,340,Perth & Kinross,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),630.2,
2014,350,350,Renfrewshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,350,350,Renfrewshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"10,097",
2014,350,350,Renfrewshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,13.3,
2014,350,350,Renfrewshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),757.7,
2014,355,355,Scottish Borders,All publicly funded schools,Secondary,trend,Average Class,0,
2014,355,355,Scottish Borders,All publicly funded schools,Secondary,trend,Pupil Numbers,"6,423",
2014,355,355,Scottish Borders,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,13.4,
2014,355,355,Scottish Borders,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),478.3,
2014,360,360,Shetland Islands,All publicly funded schools,Secondary,trend,Average Class,0,
2014,360,360,Shetland Islands,All publicly funded schools,Secondary,trend,Pupil Numbers,"1,400",
2014,360,360,Shetland Islands,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,8.6,
2014,360,360,Shetland Islands,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),163.1,
2014,370,370,South Ayrshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,370,370,South Ayrshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"6,260",
2014,370,370,South Ayrshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.3,
2014,370,370,South Ayrshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),508.6,
2014,380,380,South Lanarkshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,380,380,South Lanarkshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"18,704",
2014,380,380,South Lanarkshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.7,
2014,380,380,South Lanarkshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),"1,471.2",
2014,390,390,Stirling,All publicly funded schools,Secondary,trend,Average Class,0,
2014,390,390,Stirling,All publicly funded schools,Secondary,trend,Pupil Numbers,"5,731",
2014,390,390,Stirling,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,11.8,
2014,390,390,Stirling,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),484.5,
2014,395,395,West Dunbartonshire,All publicly funded schools,Secondary,trend,Average Class,0,
2014,395,395,West Dunbartonshire,All publicly funded schools,Secondary,trend,Pupil Numbers,"5,172",
2014,395,395,West Dunbartonshire,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.2,
2014,395,395,West Dunbartonshire,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),423.6,
2014,400,400,West Lothian,All publicly funded schools,Secondary,trend,Average Class,0,
2014,400,400,West Lothian,All publicly funded schools,Secondary,trend,Pupil Numbers,"10,749",
2014,400,400,West Lothian,All publicly funded schools,Secondary,trend,Pupil Teacher Ratio,12.9,
2014,400,400,West Lothian,All publicly funded schools,Secondary,trend,Teacher Numbers (FTE),832.3,
2014,5102030,270,Highland,Thurso High School,Secondary,trend,Average Class,0,
2014,5102030,270,Highland,Thurso High School,Secondary,trend,Pupil Numbers,778,
2014,5102030,270,Highland,Thurso High School,Secondary,trend,Pupil Teacher Ratio,13.1,
2014,5102030,270,Highland,Thurso High School,Secondary,trend,Teacher Numbers (FTE),59.5,
2014,5102138,270,Highland,Wick High School,Secondary,trend,Average Class,0,
2014,5102138,270,Highland,Wick High School,Secondary,trend,Pupil Numbers,649,
2014,5102138,270,Highland,Wick High School,Secondary,trend,Pupil Teacher Ratio,10.9,
2014,5102138,270,Highland,Wick High School,Secondary,trend,Teacher Numbers (FTE),59.5,
2014,5109434,270,Highland,Dornoch Academy,Secondary,trend,Average Class,0,
2014,5109434,270,Highland,Dornoch Academy,Secondary,trend,Pupil Numbers,255,
2014,5109434,270,Highland,Dornoch Academy,Secondary,trend,Pupil Teacher Ratio,10.8,
2014,5109434,270,Highland,Dornoch Academy,Secondary,trend,Teacher Numbers (FTE),23.6,
2014,5109531,270,Highland,Golspie High School,Secondary,trend,Average Class,0,
2014,5109531,270,Highland,Golspie High School,Secondary,trend,Pupil Numbers,260,
2014,5109531,270,Highland,Golspie High School,Secondary,trend,Pupil Teacher Ratio,9.4,
2014,5109531,270,Highland,Golspie High School,Secondary,trend,Teacher Numbers (FTE),27.6,
2014,5110432,270,Highland,Farr High School,Secondary,trend,Average Class,0,
2014,5110432,270,Highland,Farr High School,Secondary,trend,Pupil Numbers,67,
2014,5110432,270,Highland,Farr High School,Secondary,trend,Pupil Teacher Ratio,5.2,
2014,5110432,270,Highland,Farr High School,Secondary,trend,Teacher Numbers (FTE),12.9,
2014,5119030,270,Highland,Gairloch High School,Secondary,trend,Average Class,0,
2014,5119030,270,Highland,Gairloch High School,Secondary,trend,Pupil Numbers,142,
2014,5119030,270,Highland,Gairloch High School,Secondary,trend,Pupil Teacher Ratio,6.3,
2014,5119030,270,Highland,Gairloch High School,Secondary,trend,Teacher Numbers (FTE),22.4,
2014,5119138,270,Highland,Dingwall Academy,Secondary,trend,Average Class,0,
2014,5119138,270,Highland,Dingwall Academy,Secondary,trend,Pupil Numbers,"1,134",
2014,5119138,270,Highland,Dingwall Academy,Secondary,trend,Pupil Teacher Ratio,13.3,
2014,5119138,270,Highland,Dingwall Academy,Secondary,trend,Teacher Numbers (FTE),85.1,
2014,5119332,270,Highland,Fortrose Academy,Secondary,trend,Average Class,0,
2014,5119332,270,Highland,Fortrose Academy,Secondary,trend,Pupil Numbers,646,
2014,5119332,270,Highland,Fortrose Academy,Secondary,trend,Pupil Teacher Ratio,12.6,
2014,5119332,270,Highland,Fortrose Academy,Secondary,trend,Teacher Numbers (FTE),51.2,
2014,5119634,270,Highland,Invergordon Academy,Secondary,trend,Average Class,0,
2014,5119634,270,Highland,Invergordon Academy,Secondary,trend,Pupil Numbers,387,
2014,5119634,270,Highland,Invergordon Academy,Secondary,trend,Pupil Teacher Ratio,10.7,
2014,5119634,270,Highland,Invergordon Academy,Secondary,trend,Teacher Numbers (FTE),36.2,
2014,5119839,270,Highland,Tain Royal Academy,Secondary,trend,Average Class,0,
2014,5119839,270,Highland,Tain Royal Academy,Secondary,trend,Pupil Numbers,476,
2014,5119839,270,Highland,Tain Royal Academy,Secondary,trend,Pupil Teacher Ratio,11.3,
2014,5119839,270,Highland,Tain Royal Academy,Secondary,trend,Teacher Numbers (FTE),42.3,
2014,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2014,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,257,
2014,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,8.8,
2014,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),29.2,
2014,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2014,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,444,
2014,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,9.8,
2014,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),45.4,
2014,5123437,270,Highland,Plockton High School,Secondary,trend,Average Class,0,
2014,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Numbers,297,
2014,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Teacher Ratio,10.3,
2014,5123437,270,Highland,Plockton High School,Secondary,trend,Teacher Numbers (FTE),28.9,
2014,5128234,270,Highland,Portree High School,Secondary,trend,Average Class,0,
2014,5128234,270,Highland,Portree High School,Secondary,trend,Pupil Numbers,526,
2014,5128234,270,Highland,Portree High School,Secondary,trend,Pupil Teacher Ratio,10.3,
2014,5128234,270,Highland,Portree High School,Secondary,trend,Teacher Numbers (FTE),51.1,
2014,5130239,270,Highland,Ardnamurchan High School,Secondary,trend,Average Class,0,
2014,5130239,270,Highland,Ardnamurchan High School,Secondary,trend,Pupil Numbers,102,
2014,5130239,270,Highland,Ardnamurchan High School,Secondary,trend,Pupil Teacher Ratio,5.8,
2014,5130239,270,Highland,Ardnamurchan High School,Secondary,trend,Teacher Numbers (FTE),17.5,
2014,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Average Class,0,
2014,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Pupil Numbers,147,
2014,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Pupil Teacher Ratio,7.4,
2014,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Teacher Numbers (FTE),19.9,
2014,5135834,270,Highland,Mallaig High School,Secondary,trend,Average Class,0,
2014,5135834,270,Highland,Mallaig High School,Secondary,trend,Pupil Numbers,114,
2014,5135834,270,Highland,Mallaig High School,Secondary,trend,Pupil Teacher Ratio,5.8,
2014,5135834,270,Highland,Mallaig High School,Secondary,trend,Teacher Numbers (FTE),19.8,
2014,5135931,270,Highland,Lochaber High School,Secondary,trend,Average Class,0,
2014,5135931,270,Highland,Lochaber High School,Secondary,trend,Pupil Numbers,832,
2014,5135931,270,Highland,Lochaber High School,Secondary,trend,Pupil Teacher Ratio,13.2,
2014,5135931,270,Highland,Lochaber High School,Secondary,trend,Teacher Numbers (FTE),63.2,
2014,5142431,270,Highland,Kilchuimen Academy,Secondary,trend,Average Class,0,
2014,5142431,270,Highland,Kilchuimen Academy,Secondary,trend,Pupil Numbers,56,
2014,5142431,270,Highland,Kilchuimen Academy,Secondary,trend,Pupil Teacher Ratio,4.3,
2014,5142431,270,Highland,Kilchuimen Academy,Secondary,trend,Teacher Numbers (FTE),13,
2014,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2014,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,214,
2014,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.6,
2014,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22.3,
2014,5142636,270,Highland,Inverness High School,Secondary,trend,Average Class,0,
2014,5142636,270,Highland,Inverness High School,Secondary,trend,Pupil Numbers,416,
2014,5142636,270,Highland,Inverness High School,Secondary,trend,Pupil Teacher Ratio,10.3,
2014,5142636,270,Highland,Inverness High School,Secondary,trend,Teacher Numbers (FTE),40.4,
2014,5142830,270,Highland,Millburn Academy,Secondary,trend,Average Class,0,
2014,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Numbers,"1,140",
2014,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Teacher Ratio,13.5,
2014,5142830,270,Highland,Millburn Academy,Secondary,trend,Teacher Numbers (FTE),84.3,
2014,5142938,270,Highland,Inverness Royal Academy,Secondary,trend,Average Class,0,
2014,5142938,270,Highland,Inverness Royal Academy,Secondary,trend,Pupil Numbers,925,
2014,5142938,270,Highland,Inverness Royal Academy,Secondary,trend,Pupil Teacher Ratio,12.7,
2014,5142938,270,Highland,Inverness Royal Academy,Secondary,trend,Teacher Numbers (FTE),73,
2014,5143837,270,Highland,Charleston Academy,Secondary,trend,Average Class,0,
2014,5143837,270,Highland,Charleston Academy,Secondary,trend,Pupil Numbers,754,
2014,5143837,270,Highland,Charleston Academy,Secondary,trend,Pupil Teacher Ratio,12.1,
2014,5143837,270,Highland,Charleston Academy,Secondary,trend,Teacher Numbers (FTE),62.4,
2014,5143934,270,Highland,Culloden Academy,Secondary,trend,Average Class,0,
2014,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Numbers,"1,071",
2014,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Teacher Ratio,14.4,
2014,5143934,270,Highland,Culloden Academy,Secondary,trend,Teacher Numbers (FTE),74.2,
2014,5146038,270,Highland,Kingussie High School,Secondary,trend,Average Class,0,
2014,5146038,270,Highland,Kingussie High School,Secondary,trend,Pupil Numbers,416,
2014,5146038,270,Highland,Kingussie High School,Secondary,trend,Pupil Teacher Ratio,10.7,
2014,5146038,270,Highland,Kingussie High School,Secondary,trend,Teacher Numbers (FTE),39,
2014,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Average Class,0,
2014,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Pupil Numbers,368,
2014,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Pupil Teacher Ratio,9.8,
2014,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Teacher Numbers (FTE),37.7,
2014,5153131,270,Highland,Nairn Academy,Secondary,trend,Average Class,0,
2014,5153131,270,Highland,Nairn Academy,Secondary,trend,Pupil Numbers,737,
2014,5153131,270,Highland,Nairn Academy,Secondary,trend,Pupil Teacher Ratio,12,
2014,5153131,270,Highland,Nairn Academy,Secondary,trend,Teacher Numbers (FTE),61.6,
2014,5153239,270,Highland,Kinlochbervie High School,Secondary,trend,Average Class,0,
2014,5153239,270,Highland,Kinlochbervie High School,Secondary,trend,Pupil Numbers,44,
2014,5153239,270,Highland,Kinlochbervie High School,Secondary,trend,Pupil Teacher Ratio,3.6,
2014,5153239,270,Highland,Kinlochbervie High School,Secondary,trend,Teacher Numbers (FTE),12.2,
2014,5202736,300,Moray,Elgin Academy,Secondary,trend,Average Class,0,
2014,5202736,300,Moray,Elgin Academy,Secondary,trend,Pupil Numbers,"1,004",
2014,5202736,300,Moray,Elgin Academy,Secondary,trend,Pupil Teacher Ratio,13.6,
2014,5202736,300,Moray,Elgin Academy,Secondary,trend,Teacher Numbers (FTE),73.8,
2014,5202930,300,Moray,Milne's High School,Secondary,trend,Average Class,0,
2014,5202930,300,Moray,Milne's High School,Secondary,trend,Pupil Numbers,466,
2014,5202930,300,Moray,Milne's High School,Secondary,trend,Pupil Teacher Ratio,10.9,
2014,5202930,300,Moray,Milne's High School,Secondary,trend,Teacher Numbers (FTE),42.7,
2014,5203031,300,Moray,Forres Academy,Secondary,trend,Average Class,0,
2014,5203031,300,Moray,Forres Academy,Secondary,trend,Pupil Numbers,921,
2014,5203031,300,Moray,Forres Academy,Secondary,trend,Pupil Teacher Ratio,12.3,
2014,5203031,300,Moray,Forres Academy,Secondary,trend,Teacher Numbers (FTE),74.7,
2014,5203139,300,Moray,Lossiemouth High School,Secondary,trend,Average Class,0,
2014,5203139,300,Moray,Lossiemouth High School,Secondary,trend,Pupil Numbers,602,
2014,5203139,300,Moray,Lossiemouth High School,Secondary,trend,Pupil Teacher Ratio,11.3,
2014,5203139,300,Moray,Lossiemouth High School,Secondary,trend,Teacher Numbers (FTE),53.1,
2014,5208734,300,Moray,Buckie High School,Secondary,trend,Average Class,0,
2014,5208734,300,Moray,Buckie High School,Secondary,trend,Pupil Numbers,777,
2014,5208734,300,Moray,Buckie High School,Secondary,trend,Pupil Teacher Ratio,12.7,
2014,5208734,300,Moray,Buckie High School,Secondary,trend,Teacher Numbers (FTE),61.2,
2014,5208831,300,Moray,Keith Grammar School,Secondary,trend,Average Class,0,
2014,5208831,300,Moray,Keith Grammar School,Secondary,trend,Pupil Numbers,446,
2014,5208831,300,Moray,Keith Grammar School,Secondary,trend,Pupil Teacher Ratio,11.6,
2014,5208831,300,Moray,Keith Grammar School,Secondary,trend,Teacher Numbers (FTE),38.5,
2014,5208939,300,Moray,Speyside High School,Secondary,trend,Average Class,0,
